Seccion	Circuito	Nombre Seccion	Nombre Circuito	Electores 2011
25	367	TULUMBA	ROSARIO DEL SALADILLO	491
15	229A	RIO SECO	EUFRASIO LOZA	215
7	92	ISCHILIN	CAÑADA DE RIO PINTO	391
14	197	RIO PRIMERO	LA POSTA	353
22	333	SOBREMONTE	CAMINIAGA	436
14	208	RIO PRIMERO	COMECHINGONES	330
5	68	GENERAL ROCA	PINCEN	290
24	354	TOTORAL	SANTA CATALINA	266
2	18A	CALAMUCHITA	LUTTI	187
13	180	RIO CUARTO	LAS PEÑAS	250
20	302	SAN JUSTO	MAUNIER	157
20	294A	SAN JUSTO	COLONIA VALTELINA	217
2	21	CALAMUCHITA	LAS BAJADAS	303
4	49	CRUZ DEL EJE	LOS SAUCES	104
10	140A	MINAS	OJO DE AGUA DE TOTOX	104
1	14L	CAPITAL	VILLA BELGRANO	6.110
9	135	MARCOS JUAREZ	CAP.B.O HIGGINS	376
26	386	UNION	GOULD	696
17	251	ROQUE SAENZ PEÑA	LEGUIZAMON	119
20	287	SAN JUSTO	DOS HERMANOS	149
1	14D	CAPITAL	CERRO DE LAS ROSAS	7.717
14	196	RIO PRIMERO	CAÑADA DE MACHADO	252
2	16	CALAMUCHITA	ATHOS PAMPA	169
13	190	RIO CUARTO	SAN AMBROSIO	163
20	281	SAN JUSTO	BEIRO	209
4	47	CRUZ DEL EJE	IGLESIA VIEJA	68
10	138B	MINAS	RUMIHUASI	128
25	360B	TULUMBA	LA TOMA	148
24	350	TOTORAL	CANDELARIA	422
20	292	SAN JUSTO	ITURRASPE	152
20	291A	SAN JUSTO	COLONIA ANITA	92
14	202	RIO PRIMERO	ESQUINA	325
1	6B	CAPITAL	CHACRA DE LA MERCED	279
5	67	GENERAL ROCA	ONAGOITY	82
25	360	TULUMBA	CHURQUI CAÑADA	206
5	69	GENERAL ROCA	RANQUELES	55
18	261B	SAN ALBERTO	VILLA BENEGAS	67
13	176	RIO CUARTO	LA INVERNADA	89
7	101	ISCHILIN	TOYOS	100
10	139A	MINAS	AGUA DE RAMON	115
10	140	MINAS	LA ARGENTINA	284
14	209	RIO PRIMERO	MAQUINISTA GALLINI	201
26	379	UNION	CARCANO	38
14	219	RIO PRIMERO	SAGRADA FAMILIA	220
20	279A	SAN JUSTO	EL FUERTECITO	486
18	263A	SAN ALBERTO	PAMPA DE ACHALA	175
7	91A	ISCHILIN	CANTERAS	23
14	195	RIO PRIMERO	ATAHONA	219
11	144A	POCHO	LAS JARILLAS	113
1	13M	CAPITAL	CAMINO A COLONIA TIROLESA (En 2007 era Villa Retiro)	642
5	65	GENERAL ROCA	LECUEDER	24
7	98	ISCHILIN	JAIME PETER	76
14	221	RIO PRIMERO	EL ALCALDE	159
18	260A	SAN ALBERTO	EL VOLCAN	63
18	266A	SAN ALBERTO	SAN RAFAEL	248
18	265B	SAN ALBERTO	LA CORTADERA	132
6	81	GRAL SAN MARTIN	MOJARRAS	99
19	269B	SAN JAVIER	EL MANANTIAL	42
14	212	RIO PRIMERO	MONTE DEL ROSARIO	191
4	53A	CRUZ DEL EJE	LOS LEONES	82
18	263B	SAN ALBERTO	LOS CERROS	42
4	52	CRUZ DEL EJE	PICHANAS	217
14	216	RIO PRIMERO	PUNTA DEL AGUA	53
14	217	RIO PRIMERO	QUEBRACHO	139
3	39	COLON	SANTA TERESA	97
10	141	MINAS	PIEDRITA BLANCA	114
10	138A	MINAS	RUMIACO	40
25	370A	TULUMBA	LA CAÑADA	45
26	396A	UNION	VILLA LOS PATOS	61
4	54A	CRUZ DEL EJE	CANTERAS QUILPO	138
11	144B	POCHO	EL MEDANITO	119
15	224	RIO SECO	ENCRUCIJADA	75
6	84	GRAL SAN MARTIN	SANABRIA	67
25	363	TULUMBA	ISLA DE SAN ANTONIO	82
7	97	ISCHILIN	ISCHILIN	103
1	5E	CAPITAL	VILLA BUSTOS (En 2007 era PRIMERO DE MAYO)	5.294
14	206	RIO PRIMERO	LAS HERAS	100
4	53B	CRUZ DEL EJE	EL ABRA	74
15	225A	RIO SECO	LA CAÑADA	146
14	210	RIO PRIMERO	BLAS DE ROSALES	177
1	6A	CAPITAL	BAJADA DE PIEDRA	614
4	51A	CRUZ DEL EJE	SANTA ANA	158
25	370	TULUMBA	SANTA CRUZ	172
1	7C	CAPITAL	CNO. A PAJAS BLANCAS	25
4	43	CRUZ DEL EJE	CANDELARIA	93
24	353	TOTORAL	MACHA	137
1	7	CAPITAL	AEROPUERTO	298
21	322	SANTA MARIA	COSME	105
18	259	SAN ALBERTO	ALTAUTINA	47
4	53	CRUZ DEL EJE	SAN ANTONIO	69
25	365	TULUMBA	LAS MASITAS	36
25	362	TULUMBA	EL BAÑADO	99
20	312	SAN JUSTO	SAUZE	48
13	173	RIO CUARTO	LA ARGENTINA	32
2	16B	CALAMUCHITA	CHAMPAQUI	38
21	320	SANTA MARIA	BUENA VISTA	65
16	242A	RIO SEGUNDO	CAÑADA DE MACHADO SUD	32
26	397A	UNION	CORRAL DEL BAJO	95
13	185	RIO CUARTO	PAUNERO (Desaparecido 2017 se mezclo con 194)	17
6	88B	GRAL SAN MARTIN	SAN ANTONIO DE YUCAT (Desaparecido en 2017)	45
6	88A	GRAL SAN MARTIN	SANTA RITA (Desaparecido en 2017)	21
4	43C	CRUZ DEL EJE	CIENAGA DE BRITOS (DESAPARECIDO en 2017)	7
