Seccion	Circuito	Nombre Seccion	Nombre Circuito	Electores 2013
16	236A	RIO SEGUNDO	COLONIA VIDELA	36
25	367	TULUMBA	ROSARIO DEL SALADILLO	468
15	229A	RIO SECO	EUFRASIO LOZA	209
7	92	ISCHILIN	CAÑADA DE RIO PINTO	399
14	197	RIO PRIMERO	LA POSTA	328
22	333	SOBREMONTE	CAMINIAGA	429
14	208	RIO PRIMERO	COMECHINGONES	319
5	68	GENERAL ROCA	PINCEN	291
24	354	TOTORAL	SANTA CATALINA	246
2	18A	CALAMUCHITA	LUTTI	181
13	180	RIO CUARTO	LAS PEÑAS	239
20	302	SAN JUSTO	MAUNIER	147
20	294A	SAN JUSTO	COLONIA VALTELINA	195
2	21	CALAMUCHITA	LAS BAJADAS	286
4	49	CRUZ DEL EJE	LOS SAUCES	90
10	140A	MINAS	OJO DE AGUA DE TOTOX	83
1	14L	CAPITAL	VILLA BELGRANO	5.819
9	135	MARCOS JUAREZ	CAP.B.O HIGGINS	345
26	386	UNION	GOULD	665
17	251	ROQUE SAENZ PEÑA	LEGUIZAMON	106
20	287	SAN JUSTO	DOS HERMANOS	141
1	14D	CAPITAL	CERRO DE LAS ROSAS	7.477
14	196	RIO PRIMERO	CAÑADA DE MACHADO	242
2	16	CALAMUCHITA	ATHOS PAMPA	130
13	190	RIO CUARTO	SAN AMBROSIO	165
20	281	SAN JUSTO	BEIRO	159
4	47	CRUZ DEL EJE	IGLESIA VIEJA	99
10	138B	MINAS	RUMIHUASI	89
25	360B	TULUMBA	LA TOMA	115
24	350	TOTORAL	CANDELARIA	376
20	292	SAN JUSTO	ITURRASPE	145
20	291A	SAN JUSTO	COLONIA ANITA	83
14	202	RIO PRIMERO	ESQUINA	327
1	6B	CAPITAL	CHACRA DE LA MERCED	280
5	67	GENERAL ROCA	ONAGOITY	73
25	360	TULUMBA	CHURQUI CAÑADA	183
5	69	GENERAL ROCA	RANQUELES	55
18	261B	SAN ALBERTO	VILLA BENEGAS	63
13	176	RIO CUARTO	LA INVERNADA	75
7	101	ISCHILIN	TOYOS	91
10	139A	MINAS	AGUA DE RAMON	95
10	140	MINAS	LA ARGENTINA	243
14	209	RIO PRIMERO	MAQUINISTA GALLINI	191
26	379	UNION	CARCANO	33
14	219	RIO PRIMERO	SAGRADA FAMILIA	204
20	279A	SAN JUSTO	EL FUERTECITO	396
18	263A	SAN ALBERTO	PAMPA DE ACHALA	163
7	91A	ISCHILIN	CANTERAS	20
14	195	RIO PRIMERO	ATAHONA	204
11	144A	POCHO	LAS JARILLAS	80
1	13M	CAPITAL	CAMINO A COLONIA TIROLESA (En 2007 era Villa Retiro)	618
5	65	GENERAL ROCA	LECUEDER	22
7	98	ISCHILIN	JAIME PETER	60
14	221	RIO PRIMERO	EL ALCALDE	141
18	260A	SAN ALBERTO	EL VOLCAN	60
18	266A	SAN ALBERTO	SAN RAFAEL	240
18	265B	SAN ALBERTO	LA CORTADERA	118
6	81	GRAL SAN MARTIN	MOJARRAS	77
19	269B	SAN JAVIER	EL MANANTIAL	29
14	212	RIO PRIMERO	MONTE DEL ROSARIO	171
4	53A	CRUZ DEL EJE	LOS LEONES	64
18	263B	SAN ALBERTO	LOS CERROS	35
4	52	CRUZ DEL EJE	PICHANAS	254
14	216	RIO PRIMERO	PUNTA DEL AGUA	44
14	217	RIO PRIMERO	QUEBRACHO	124
3	39	COLON	SANTA TERESA	77
10	141	MINAS	PIEDRITA BLANCA	89
10	138A	MINAS	RUMIACO	27
25	370A	TULUMBA	LA CAÑADA	30
26	396A	UNION	VILLA LOS PATOS	51
4	54A	CRUZ DEL EJE	CANTERAS QUILPO	126
11	144B	POCHO	EL MEDANITO	81
15	224	RIO SECO	ENCRUCIJADA	50
6	84	GRAL SAN MARTIN	SANABRIA	50
25	363	TULUMBA	ISLA DE SAN ANTONIO	69
7	97	ISCHILIN	ISCHILIN	90
1	5E	CAPITAL	VILLA BUSTOS (En 2007 era PRIMERO DE MAYO)	4.345
14	206	RIO PRIMERO	LAS HERAS	84
4	53B	CRUZ DEL EJE	EL ABRA	51
15	225A	RIO SECO	LA CAÑADA	124
14	210	RIO PRIMERO	BLAS DE ROSALES	140
1	6A	CAPITAL	BAJADA DE PIEDRA	500
4	51A	CRUZ DEL EJE	SANTA ANA	128
25	370	TULUMBA	SANTA CRUZ	138
1	7C	CAPITAL	CNO. A PAJAS BLANCAS	11
4	43	CRUZ DEL EJE	CANDELARIA	75
24	353	TOTORAL	MACHA	98
1	7	CAPITAL	AEROPUERTO	260
21	322	SANTA MARIA	COSME	87
18	259	SAN ALBERTO	ALTAUTINA	30
4	53	CRUZ DEL EJE	SAN ANTONIO	62
25	365	TULUMBA	LAS MASITAS	27
25	362	TULUMBA	EL BAÑADO	63
20	312	SAN JUSTO	SAUZE	36
13	173	RIO CUARTO	LA ARGENTINA	27
2	16B	CALAMUCHITA	CHAMPAQUI	31
21	320	SANTA MARIA	BUENA VISTA	52
16	242A	RIO SEGUNDO	CAÑADA DE MACHADO SUD	24
26	397A	UNION	CORRAL DEL BAJO	61
13	185	RIO CUARTO	PAUNERO (Desaparecido 2017 se mezclo con 194)	13
6	88B	GRAL SAN MARTIN	SAN ANTONIO DE YUCAT (Desaparecido en 2017)	21
6	88A	GRAL SAN MARTIN	SANTA RITA (Desaparecido en 2017)	9
4	43C	CRUZ DEL EJE	CIENAGA DE BRITOS (DESAPARECIDO en 2017)	5
